sqrtN_dJ_N8,sqrtN_dJ_N16,sqrtN_dJ_N32,sqrtN_dJ_N64
-1.027071718017746434e+03,-1.329947559405583888e+03,-2.363804389119211464e+03,-1.559308306692517363e+03
-6.238475365370384225e+02,-6.389912277359690052e+02,2.560571081479102986e+02,-3.932064056774834171e+00
-4.972404354543456293e+02,-2.434369698288661311e+03,-1.170642184686967539e+03,-1.761619687643367797e+03
3.601511159252549078e+03,2.326749058677160065e+03,2.561970754167326504e+03,1.244216134097543545e+03
-1.125481089971581241e+03,-3.798728583499905653e+01,-8.031058030974302255e+02,-8.891922978685179260e+02
2.287714212102794136e+03,1.070753125016635749e+02,1.294197176287033699e+03,-7.446372498096316122e+02
2.679238040873443971e+00,-1.571529236026617582e+03,8.046811395447655002e+00,3.332828550962440204e+02
-2.156733014482473720e+02,-7.417538081985694589e+02,7.998327588347553956e+02,-9.265330647820373997e+02
-8.207082422571423876e+02,-9.693991357314807829e+02,-7.461846633780588718e+02,-9.500935806260968093e+02
-1.318999320417463423e+03,-2.143192928186064819e+03,-2.412508697401051904e+03,-2.923547555016004480e+03
-1.126762536778718555e+02,-6.654030253381788498e+02,-1.119014960782189064e+03,-9.870756677025347017e+02
-1.931681381652240816e+03,-1.899131005955045111e+03,-1.739035236807921365e+03,-2.439315810954809422e+03
1.358048745853236028e+02,-3.394925225483311806e+02,9.243986188838139242e+02,-2.240011909870081581e+02
9.745650392256883379e+02,1.678214482650873833e+03,2.234551076893679635e+02,3.631151663324562833e+02
8.835712157566135829e+02,7.980869662975310348e+02,2.190662654268567735e+02,4.226175258459988981e+02
-1.168786792908885133e+02,-8.724547758328844793e+02,-7.955002578527901846e+01,8.591832667841808870e+02
-9.169379729717668397e+02,-1.458235468305269023e+03,-2.710448451328779356e+03,-8.505310229613678530e+02
-1.029362743485800365e+03,-1.330554100492678117e+03,-2.137171143860302607e+02,-2.153210152006649878e+02
1.762105071600936071e+03,1.329141845378224389e+03,7.421832559001145455e+02,9.912012334376340732e+02
1.262648837441752903e+03,1.333777521995056304e+03,5.587620340960208978e+02,4.298145336967718322e+02
1.262053635271434587e+03,1.052837627356813755e+03,2.564341307236627927e+03,2.498958735246647848e+03
