t,u_nominal control,u_SAA control
2.667012000000000072e+01,1.832491372707907074e+00,2.291976159642781674e+00
2.670070499999999925e+01,1.835602136818220265e+00,2.296227764506002078e+00
2.673129000000000133e+01,1.838748675471996163e+00,2.300488980565766450e+00
2.676187499999999986e+01,1.841898508614292718e+00,2.304764509331643119e+00
2.679246000000000194e+01,1.845041041738499699e+00,2.309059116365136610e+00
2.682304500000000047e+01,1.848201197922244576e+00,2.313360652465711542e+00
2.685363000000000255e+01,1.851366030112757910e+00,2.317676999465158705e+00
2.688421500000000108e+01,1.854529498609047922e+00,2.322006379853573943e+00
2.691479999999999961e+01,1.857699381768290081e+00,2.326338722875280318e+00
2.694538500000000170e+01,1.860891894866852248e+00,2.330693973999517166e+00
2.697597000000000023e+01,1.864072969506309851e+00,2.335052626070527104e+00
2.700655500000000231e+01,1.867264247010135936e+00,2.339415453406065382e+00
2.703714000000000084e+01,1.870470138384876968e+00,2.343806082009801006e+00
2.706772499999999937e+01,1.873666180757770805e+00,2.348192400722671991e+00
2.709831000000000145e+01,1.876870128172582586e+00,2.352589220590037833e+00
2.712889499999999998e+01,1.880069494921687401e+00,2.356986635796995522e+00
2.715948000000000206e+01,1.883298589169705606e+00,2.361418750748519813e+00
2.719006500000000059e+01,1.886514869938652916e+00,2.365837131014433048e+00
2.722065000000000268e+01,1.889746907879076732e+00,2.370272079795778808e+00
2.725123500000000121e+01,1.892974086394352717e+00,2.374703748814307680e+00
2.728181999999999974e+01,1.896213297949947973e+00,2.379151096332475124e+00
2.731240500000000182e+01,1.899457587468294184e+00,2.383594195333973431e+00
2.734299000000000035e+01,1.902703572375877394e+00,2.388047377861822529e+00
2.737357500000000243e+01,1.905941751633606795e+00,2.392511192100877704e+00
2.740416000000000096e+01,1.909198490170826767e+00,2.396968428220497938e+00
2.743474499999999949e+01,1.912461807277601844e+00,2.401479970077672998e+00
2.746533000000000158e+01,1.915725706787717364e+00,2.405960227350347314e+00
2.749591500000000011e+01,1.918995550734422295e+00,2.410436185194098080e+00
2.752650000000000219e+01,1.922266510627394176e+00,2.414920728068095990e+00
2.755708500000000072e+01,1.925549930330283210e+00,2.419415293650243548e+00
2.758766999999999925e+01,1.928835991088157842e+00,2.423910982592152319e+00
2.761825500000000133e+01,1.932132858467173531e+00,2.428413000698859125e+00
2.764883999999999986e+01,1.935432203269766172e+00,2.432881756554090558e+00
2.767942500000000194e+01,1.938731725413148865e+00,2.437407983150436053e+00
2.771001000000000047e+01,1.942038808921237925e+00,2.441928309660275076e+00
2.774059500000000256e+01,1.945345675472680780e+00,2.446472955939253069e+00
2.777118000000000109e+01,1.948673491356503806e+00,2.451013648811877665e+00
2.780176499999999962e+01,1.951991090648383942e+00,2.455572418846287075e+00
2.783235000000000170e+01,1.955326525764617074e+00,2.460140077750994525e+00
2.786293500000000023e+01,1.958662388393660247e+00,2.464720741079107214e+00
2.789352000000000231e+01,1.962000878294334116e+00,2.469300704000354507e+00
2.792410500000000084e+01,1.965359382520602161e+00,2.473904200269374964e+00
2.795468999999999937e+01,1.968720348791523245e+00,2.478517127912950979e+00
2.798527500000000146e+01,1.972092095753354979e+00,2.483147684594994686e+00
2.801585999999999999e+01,1.975448650428220487e+00,2.487788398200288409e+00
2.804644500000000207e+01,1.978839132939758105e+00,2.492438420226678275e+00
2.807703000000000060e+01,1.982225514541638089e+00,2.497105260354791856e+00
2.810761500000000268e+01,1.985602772989806697e+00,2.501787686181565995e+00
2.813820000000000121e+01,1.988993333591353219e+00,2.506479080157767214e+00
2.816878499999999974e+01,1.992400035906084055e+00,2.511193498377021882e+00
2.819937000000000182e+01,1.995814560933360626e+00,2.515906254574127754e+00
2.822995500000000035e+01,1.999231294948010440e+00,2.520650966685040739e+00
2.826054000000000244e+01,2.002644478016571306e+00,2.525383412013471052e+00
2.829112500000000097e+01,2.006060587642434889e+00,2.530154366053425363e+00
2.832170999999999950e+01,2.009500259263194977e+00,2.534923146086329293e+00
2.835229500000000158e+01,2.012926324630916586e+00,2.539720201209265671e+00
2.838288000000000011e+01,2.016380392451019521e+00,2.544512308875340523e+00
2.841346500000000219e+01,2.019811578101531779e+00,2.549317525093028003e+00
2.844405000000000072e+01,2.023275117647190147e+00,2.554143682123730219e+00
2.847463499999999925e+01,2.026710303345482522e+00,2.558973883438389940e+00
2.850522000000000133e+01,2.030191928143654234e+00,2.563821298168872165e+00
2.853580499999999986e+01,2.033647719090039718e+00,2.568676713187144411e+00
2.856639000000000195e+01,2.037113636314383580e+00,2.573538195451684718e+00
2.859697500000000048e+01,2.040591220309055487e+00,2.578420864452204420e+00
2.862756000000000256e+01,2.044067372358755019e+00,2.583306517557751203e+00
2.865814500000000109e+01,2.047560785319371579e+00,2.588196367103434703e+00
2.868872999999999962e+01,2.051042800567124846e+00,2.593110607321889027e+00
2.871931500000000170e+01,2.054546013065069232e+00,2.598009516061500435e+00
2.874990000000000023e+01,2.058044572999641275e+00,2.602939204974058285e+00
2.878048500000000232e+01,2.061562558261711420e+00,2.607868081441056418e+00
2.881107000000000085e+01,2.065065537358195868e+00,2.612806172425221174e+00
2.884165499999999938e+01,2.068583784400949810e+00,2.617763258919964198e+00
2.887224000000000146e+01,2.072119687035685942e+00,2.622715877709532961e+00
2.890282499999999999e+01,2.075643752945644849e+00,2.627679821574894881e+00
2.893341000000000207e+01,2.079180371886115708e+00,2.632669234691586979e+00
2.896399500000000060e+01,2.082718461465019821e+00,2.637652417723407527e+00
2.899458000000000268e+01,2.086281339852719352e+00,2.642646488797334658e+00
2.902516500000000121e+01,2.089829801852304492e+00,2.647649389335664072e+00
2.905574999999999974e+01,2.093394194844556466e+00,2.652679282375256076e+00
2.908633500000000183e+01,2.096966711967026331e+00,2.657701497405255964e+00
2.911692000000000036e+01,2.100546284465312219e+00,2.662733191045089765e+00
2.914750500000000244e+01,2.104124625254529146e+00,2.667779096413986473e+00
2.917809000000000097e+01,2.107719817586491295e+00,2.672831577608110631e+00
2.920867499999999950e+01,2.111317981208508776e+00,2.677905227866313798e+00
2.923926000000000158e+01,2.114915335778686512e+00,2.682975396619629471e+00
2.926984500000000011e+01,2.118530907991945433e+00,2.688060761530602250e+00
2.930043000000000220e+01,2.122141540436253582e+00,2.693157892685534627e+00
2.933101500000000073e+01,2.125773061203446446e+00,2.698261916559121065e+00
2.936160000000000281e+01,2.129401072358079183e+00,2.703388873722389008e+00
2.939218500000000134e+01,2.133035771236605260e+00,2.708519549298709972e+00
2.942276999999999987e+01,2.136680102094353106e+00,2.713652995928595768e+00
2.945335500000000195e+01,2.140349336541242486e+00,2.718805343795187124e+00
2.948394000000000048e+01,2.144011033780308662e+00,2.723974669392619674e+00
2.951452500000000256e+01,2.147673507789492842e+00,2.729152740812471833e+00
2.954511000000000109e+01,2.151336146053842935e+00,2.734329371057200753e+00
2.957569499999999962e+01,2.155027096408199672e+00,2.739531063438720881e+00
2.960628000000000171e+01,2.158710605014170891e+00,2.744739937706946797e+00
2.963686500000000024e+01,2.162404670421313124e+00,2.749969258087744173e+00
2.966745000000000232e+01,2.166099324551835625e+00,2.755201170735671834e+00
2.969803500000000085e+01,2.169796465310766198e+00,2.760442734997970327e+00
2.972861999999999938e+01,2.173509368968888023e+00,2.765713760966189483e+00
2.975920500000000146e+01,2.177225766931148776e+00,2.770993159852941368e+00
2.978978999999999999e+01,2.180959336574460394e+00,2.776281697341155041e+00
2.982037500000000207e+01,2.184686157929945693e+00,2.781584459506230456e+00
2.985096000000000060e+01,2.188411328705246905e+00,2.786906849653048468e+00
2.988154500000000269e+01,2.192151228410960773e+00,2.792246287640972380e+00
2.991213000000000122e+01,2.195898484489421598e+00,2.797582625293115743e+00
2.994271499999999975e+01,2.199645507628396945e+00,2.802961746593093828e+00
2.997330000000000183e+01,2.203404451679618070e+00,2.808343303619975639e+00
3.000388500000000036e+01,2.207161595038692248e+00,2.813750708293914826e+00
3.003447000000000244e+01,2.210927254973980460e+00,2.819163228662521004e+00
3.006505500000000097e+01,2.214697938130375743e+00,2.824600643828577340e+00
3.009563999999999950e+01,2.218467583096626505e+00,2.830049013047412743e+00
3.012622500000000159e+01,2.222252009964379216e+00,2.835517142267792945e+00
3.015681000000000012e+01,2.226048163326742824e+00,2.841006407371062803e+00
3.018739500000000220e+01,2.229821791792520713e+00,2.846471325874135871e+00
3.021798000000000073e+01,2.233630500460183299e+00,2.851980966451547861e+00
3.024856500000000281e+01,2.237430306796115875e+00,2.857523713522538422e+00
3.027915000000000134e+01,2.241240078204258968e+00,2.863066551519569902e+00
3.030973499999999987e+01,2.245053666644122092e+00,2.868627864077554879e+00
3.034032000000000195e+01,2.248871861283728624e+00,2.874203550408397589e+00
3.037090500000000048e+01,2.252700318928576806e+00,2.879801973456998621e+00
3.040149000000000257e+01,2.256542008096351193e+00,2.885405461756475276e+00
3.043207500000000110e+01,2.260376621608190195e+00,2.891030338876723782e+00
3.046265999999999963e+01,2.264216365355339100e+00,2.896651352685840841e+00
3.049324500000000171e+01,2.268084545500771654e+00,2.902299250198952407e+00
3.052383000000000024e+01,2.271932612993026179e+00,2.907945610657097557e+00
3.055441500000000232e+01,2.275804724770103427e+00,2.913608139592733792e+00
3.058500000000000085e+01,2.279676203139807011e+00,2.919267519311331327e+00
3.061558499999999938e+01,2.283566369785992034e+00,2.924951754241286395e+00
3.064617000000000147e+01,2.287449806402565233e+00,2.930641017474056920e+00
3.067675500000000000e+01,2.291343852376026557e+00,2.936328432805296984e+00
3.070734000000000208e+01,2.295256160592900052e+00,2.942037168051664597e+00
3.073792500000000061e+01,2.299176428039232167e+00,2.947747754994122449e+00
3.076851000000000269e+01,2.303093044235375864e+00,2.953459255463202648e+00
3.079909500000000122e+01,2.307032532503035860e+00,2.959185655068647947e+00
3.082967999999999975e+01,2.310969261702047639e+00,2.964915902628418642e+00
3.086026500000000183e+01,2.314902326770542640e+00,2.970654928647128656e+00
3.089085000000000036e+01,2.318858252424297106e+00,2.976396050263207194e+00
3.092143500000000245e+01,2.322818050582068583e+00,2.982145043449742072e+00
3.095202000000000098e+01,2.326786065618851040e+00,2.987913085936540813e+00
3.098260499999999951e+01,2.330757151082273992e+00,2.993737558033542356e+00
3.101319000000000159e+01,2.334739573255044665e+00,2.999523924022449606e+00
3.104377500000000012e+01,2.338738568676440810e+00,3.005319721105477182e+00
3.107436000000000220e+01,2.342722159314562624e+00,3.011131295181935563e+00
3.110494500000000073e+01,2.346733443512309947e+00,3.016929842782411608e+00
3.113553000000000281e+01,2.350733943853966945e+00,3.022772546502893398e+00
3.116611500000000134e+01,2.354751255438229052e+00,3.028627867821929609e+00
3.119669999999999987e+01,2.358779686112752128e+00,3.034504625351822416e+00
3.122728500000000196e+01,2.362799101651920974e+00,3.040408341806413617e+00
3.125787000000000049e+01,2.366853009227710469e+00,3.046317814897181009e+00
3.128845500000000257e+01,2.370880274133235321e+00,3.052252238451734989e+00
3.131904000000000110e+01,2.374933311445564854e+00,3.058208801651142839e+00
3.134962499999999963e+01,2.378992251436097050e+00,3.064187024781785951e+00
3.138021000000000171e+01,2.383047659851909028e+00,3.070184892228925655e+00
3.141079500000000024e+01,2.387104175267575012e+00,3.076212375419809852e+00
3.144138000000000233e+01,2.391185737795060717e+00,3.082250824410806889e+00
3.147196500000000086e+01,2.395261466720776777e+00,3.088320297446631724e+00
3.150254999999999939e+01,2.399349272058644011e+00,3.094411698262536259e+00
3.153313500000000147e+01,2.403446019225298880e+00,3.100521773022729466e+00
3.156372000000000000e+01,2.407535023653645023e+00,3.106650926619647368e+00
3.159430500000000208e+01,2.411639724247760519e+00,3.112800928620945928e+00
3.162489000000000061e+01,2.415742647943623922e+00,3.118955732128248393e+00
3.165547500000000269e+01,2.419853810868569877e+00,3.125149949312605369e+00
3.168606000000000122e+01,2.423977566040336207e+00,3.131354860132447016e+00
3.171664499999999975e+01,2.428091819274869501e+00,3.137570707566107231e+00
3.174723000000000184e+01,2.432222053150433716e+00,3.143802002600297296e+00
3.177781500000000037e+01,2.436370002555916070e+00,3.150054955886381514e+00
3.180840000000000245e+01,2.440510105754568393e+00,3.156351436478607386e+00
3.183898500000000098e+01,2.444663824802161489e+00,3.162621936694332447e+00
3.186956999999999951e+01,2.448831703095401657e+00,3.168914904000880384e+00
3.190015500000000159e+01,2.452985441318090487e+00,3.175210131380221679e+00
3.193074000000000012e+01,2.457157730244029281e+00,3.181501250919301693e+00
3.196132500000000221e+01,2.461350862346443513e+00,3.187817735354690374e+00
3.199191000000000074e+01,2.465532124346875520e+00,3.194138956645640182e+00
3.202249499999999927e+01,2.469717706575168759e+00,3.200465607325239326e+00
3.205308000000000135e+01,2.473926697039649625e+00,3.206806560845803400e+00
3.208366500000000343e+01,2.478112607841848725e+00,3.213154681246978672e+00
3.211424999999999841e+01,2.482337821941272615e+00,3.219514077782004158e+00
3.214483500000000049e+01,2.486567187453482042e+00,3.225885104556356353e+00
3.217542000000000257e+01,2.490803172011447852e+00,3.232263669998074462e+00
3.220600500000000466e+01,2.495027976326151808e+00,3.238656164228334688e+00
3.223658999999999963e+01,2.499285725608964004e+00,3.245064597436409848e+00
3.226717500000000172e+01,2.503541760722665099e+00,3.251474729071427205e+00
3.229776000000000380e+01,2.507806608731522946e+00,3.257910274171537335e+00
3.232834499999999878e+01,2.512082394489667081e+00,3.264351103174866875e+00
3.235893000000000086e+01,2.516349411035170291e+00,3.270809910162983059e+00
3.238951500000000294e+01,2.520639589308802719e+00,3.277294640165476558e+00
3.242009999999999792e+01,2.524935852711858608e+00,3.283797568370740105e+00
3.245068500000000000e+01,2.529242187671400188e+00,3.290313012144769456e+00
3.248127000000000209e+01,2.533550492921566200e+00,3.296846918849063890e+00
3.251185500000000417e+01,2.537873783961944518e+00,3.303366142084486423e+00
3.254243999999999915e+01,2.542201595749948417e+00,3.309948574364260487e+00
3.257302500000000123e+01,2.546536391361800877e+00,3.316546246310592139e+00
3.260361000000000331e+01,2.550885620929849829e+00,3.323175538233388959e+00
3.263419499999999829e+01,2.555226855829115795e+00,3.329819916025486215e+00
3.266478000000000037e+01,2.559592471417367232e+00,3.336488775220499914e+00
3.269536500000000245e+01,2.563956920148906971e+00,3.343172277426150529e+00
3.272595000000000454e+01,2.568326882139371214e+00,3.349882434732738723e+00
3.275653499999999951e+01,2.572710944638918917e+00,3.356615597931207340e+00
3.278712000000000160e+01,2.577096950339409887e+00,3.363364387859208993e+00
3.281770500000000368e+01,2.581495542110514574e+00,3.370134924605678428e+00
3.284828999999999866e+01,2.585882667814678015e+00,3.376917943313536341e+00
3.287887500000000074e+01,2.590309771816429851e+00,3.383725917453387133e+00
3.290946000000000282e+01,2.594723182011228868e+00,3.390549576596465720e+00
3.294004499999999780e+01,2.599153165462071868e+00,3.397419520232994650e+00
3.297062999999999988e+01,2.603574148783119657e+00,3.404268395617647602e+00
3.300121500000000196e+01,2.608018397184299619e+00,3.411128465430458334e+00
3.303180000000000405e+01,2.612464012187195372e+00,3.418007024940193261e+00
3.306238499999999902e+01,2.616923274990218040e+00,3.424882231360052209e+00
3.309297000000000111e+01,2.621370312274209802e+00,3.431776501934499013e+00
3.312355500000000319e+01,2.625847906958649336e+00,3.438675651111680942e+00
3.315413999999999817e+01,2.630308082032760009e+00,3.445592531078102372e+00
3.318472500000000025e+01,2.634803336525386452e+00,3.452519498434605261e+00
3.321531000000000233e+01,2.639293649388834151e+00,3.459447145189749939e+00
3.324589500000000442e+01,2.643794297076112354e+00,3.466388764210088347e+00
3.327647999999999939e+01,2.648281109489126095e+00,3.473344220457486919e+00
3.330706500000000148e+01,2.652783888609461460e+00,3.480293421415813881e+00
3.333765000000000356e+01,2.657304857207773097e+00,3.487293722191576517e+00
3.336823499999999854e+01,2.661821778458965060e+00,3.494274438094246538e+00
3.339882000000000062e+01,2.666372027842924819e+00,3.501281948574244574e+00
3.342940500000000270e+01,2.670904238529928865e+00,3.508303642447254234e+00
3.345998999999999768e+01,2.675444854568685304e+00,3.515334321595046330e+00
3.349057499999999976e+01,2.680000873414280615e+00,3.522396383827201660e+00
3.352116000000000184e+01,2.684555649713294301e+00,3.529479297130061255e+00
3.355174500000000393e+01,2.689129146346702193e+00,3.536580140796923732e+00
3.358232999999999890e+01,2.693701201210873197e+00,3.543709872939575067e+00
3.361291500000000099e+01,2.698280458582603014e+00,3.550845505484548692e+00
3.364350000000000307e+01,2.702869479144038412e+00,3.558017723423242185e+00
3.367408499999999805e+01,2.707465109991914698e+00,3.565210560398753170e+00
3.370467000000000013e+01,2.712067768517441468e+00,3.572441914891580694e+00
3.373525500000000221e+01,2.716677341152136105e+00,3.579683786026318426e+00
3.376584000000000430e+01,2.721293843785107747e+00,3.586974398472459136e+00
3.379642499999999927e+01,2.725912813845302374e+00,3.594271195166470978e+00
3.382701000000000136e+01,2.730553535621361938e+00,3.601601856051026562e+00
3.385759500000000344e+01,2.735201268340304193e+00,3.608956407238528730e+00
3.388817999999999842e+01,2.739831051005580331e+00,3.616331274453544076e+00
3.391876500000000050e+01,2.744497625320913681e+00,3.623743312617471624e+00
3.394935000000000258e+01,2.749158503549214760e+00,3.631170736092335094e+00
3.397993500000000466e+01,2.753838035277932583e+00,3.638618699264926093e+00
3.401051999999999964e+01,2.758518747560500639e+00,3.646080257058129881e+00
3.404110500000000172e+01,2.763210049327884388e+00,3.653557933552480819e+00
3.407169000000000381e+01,2.767907568909334426e+00,3.661061131380239253e+00
3.410227499999999878e+01,2.772616286041469813e+00,3.668583451069328039e+00
3.413286000000000087e+01,2.777324357402457977e+00,3.676107550149336323e+00
3.416344500000000295e+01,2.782059567726412386e+00,3.683654048580366602e+00
3.419402999999999793e+01,2.786778824940383092e+00,3.691206950101402207e+00
3.422461500000000001e+01,2.791517746503761721e+00,3.698765688672978502e+00
3.425520000000000209e+01,2.796260015370038321e+00,3.706345787780386480e+00
3.428578500000000417e+01,2.801007138894521464e+00,3.713926248145446696e+00
3.431636999999999915e+01,2.805778681207752534e+00,3.721516731884269014e+00
3.434695500000000123e+01,2.810552091850266443e+00,3.729122563214657404e+00
3.437754000000000332e+01,2.815340863833953655e+00,3.736729165447550294e+00
3.440812499999999829e+01,2.820129992750571635e+00,3.744351555980574897e+00
3.443871000000000038e+01,2.824929307181520244e+00,3.751991639271923695e+00
3.446929500000000246e+01,2.829741608374798378e+00,3.759637871909879525e+00
3.449988000000000454e+01,2.834545855826217320e+00,3.767301684271803897e+00
3.453046499999999952e+01,2.839370571158829737e+00,3.774970544394546490e+00
3.456105000000000160e+01,2.844213087156020503e+00,3.782675109141380609e+00
3.459163500000000369e+01,2.849034920789722314e+00,3.790382069155593392e+00
3.462221999999999866e+01,2.853889973815219694e+00,3.798112734607955510e+00
3.465280500000000075e+01,2.858756444084741943e+00,3.805872733302304134e+00
3.468339000000000283e+01,2.863614145219453455e+00,3.813644009352429975e+00
3.471397499999999781e+01,2.868493645146411364e+00,3.821451129430589067e+00
3.474455999999999989e+01,2.873370330354468649e+00,3.829275846554541118e+00
3.477514500000000197e+01,2.878262205700460985e+00,3.837126112675754097e+00
3.480573000000000405e+01,2.883163685347190697e+00,3.845007623397178165e+00
3.483631499999999903e+01,2.888068179160806714e+00,3.852915194605027960e+00
3.486690000000000111e+01,2.892993741298496957e+00,3.860842316629076176e+00
3.489748500000000320e+01,2.897915878401766676e+00,3.868800834615977013e+00
3.492806999999999817e+01,2.902833058288111889e+00,3.876782284439385773e+00
3.495865500000000026e+01,2.907786717782865793e+00,3.884795931045840867e+00
3.498924000000000234e+01,2.912740236529127280e+00,3.892824043059593730e+00
3.501982500000000442e+01,2.917685869410268751e+00,3.900892364821817448e+00
3.505040999999999940e+01,2.922651134194896638e+00,3.908966175448442826e+00
3.508099500000000148e+01,2.927629695927352227e+00,3.917062205146090381e+00
3.511158000000000357e+01,2.932605854565433212e+00,3.925176893347402718e+00
3.514216499999999854e+01,2.937589610154125008e+00,3.933309084159565927e+00
3.517275000000000063e+01,2.942606202668775595e+00,3.941465204973694458e+00
3.520333500000000271e+01,2.947610093782894847e+00,3.949641928851551853e+00
3.523391999999999769e+01,2.952620326338030399e+00,3.957812200072367226e+00
3.526450499999999977e+01,2.957630157473034593e+00,3.966013774312351359e+00
3.529509000000000185e+01,2.962669867288930892e+00,3.974225173419114743e+00
3.532567500000000393e+01,2.967701750907004943e+00,3.982451319137933599e+00
3.535625999999999891e+01,2.972764634741357437e+00,3.990724498786290209e+00
3.538684500000000099e+01,2.977811285145173237e+00,3.998987480770028302e+00
3.541743000000000308e+01,2.982875801387106840e+00,4.007211158506258641e+00
3.544801499999999805e+01,2.987935626577952419e+00,4.015500876500504468e+00
3.547860000000000014e+01,2.993024549440985727e+00,4.023802900723884690e+00
3.550918500000000222e+01,2.998117876609989629e+00,4.032126087377234214e+00
3.553977000000000430e+01,3.003200180642212835e+00,4.040469740687655076e+00
3.557035499999999928e+01,3.008295749774892336e+00,4.048822475712496427e+00
3.560094000000000136e+01,3.013413124962559753e+00,4.057215073501708957e+00
3.563152500000000344e+01,3.018536727683314602e+00,4.065625826863009884e+00
3.566210999999999842e+01,3.023661588840401482e+00,4.074052304582149731e+00
3.569269500000000050e+01,3.028790498620348881e+00,4.082505011354447433e+00
3.572328000000000259e+01,3.033934304158121265e+00,4.090982592514188276e+00
3.575386500000000467e+01,3.039082929817540801e+00,4.099482956794418875e+00
3.578444999999999965e+01,3.044244552139060644e+00,4.108005454106306686e+00
3.581503500000000173e+01,3.049420698429471166e+00,4.116556848673234015e+00
3.584562000000000381e+01,3.054597484285955122e+00,4.125124124780553458e+00
3.587620499999999879e+01,3.059785451316405780e+00,4.133712578586465902e+00
3.590679000000000087e+01,3.064971763556493034e+00,4.142326402150443343e+00
3.593737500000000296e+01,3.070187595572356098e+00,4.150964241953684741e+00
3.596795999999999793e+01,3.075389135778602068e+00,4.159618990830288077e+00
3.599854500000000002e+01,3.080620079024741109e+00,4.168292870482748214e+00
3.602913000000000210e+01,3.085838139064033481e+00,4.176989442576518385e+00
3.605971500000000418e+01,3.091080353620847543e+00,4.185706525885702689e+00
3.609029999999999916e+01,3.096318728578219215e+00,4.194443164406572500e+00
3.612088500000000124e+01,3.101578043153876862e+00,4.203196267636358563e+00
3.615147000000000332e+01,3.106843001636260926e+00,4.211965002179423045e+00
3.618205499999999830e+01,3.112121724930109412e+00,4.220762316156517535e+00
3.621264000000000038e+01,3.117402252840298704e+00,4.229591478581978592e+00
3.624322500000000247e+01,3.122686747052017431e+00,4.238437776579123017e+00
3.627381000000000455e+01,3.128000386386272424e+00,4.247308915640585880e+00
3.630439499999999953e+01,3.133298906220046476e+00,4.256199113166576176e+00
3.633498000000000161e+01,3.138617338676661817e+00,4.265119278553142657e+00
3.636556500000000369e+01,3.143945458605984289e+00,4.274065893531237670e+00
3.639614999999999867e+01,3.149286700420133478e+00,4.283044204654478548e+00
3.642673500000000075e+01,3.154622902611867286e+00,4.292055578469236465e+00
3.645732000000000284e+01,3.159986882147928888e+00,4.301087204402731068e+00
3.648790499999999781e+01,3.165357728760633371e+00,4.310139696589392777e+00
3.651848999999999990e+01,3.170730021638363372e+00,4.319226224311847773e+00
3.654907500000000198e+01,3.176104502318250145e+00,4.328333733848887199e+00
3.657966000000000406e+01,3.181510836099379347e+00,4.337475281665312821e+00
3.661024499999999904e+01,3.186911273076405759e+00,4.346623432786170582e+00
3.664083000000000112e+01,3.192331346645408185e+00,4.355795739069989736e+00
3.667141500000000320e+01,3.197749143620566503e+00,4.364976800311462846e+00
3.670199999999999818e+01,3.203186086134264698e+00,4.374177482362370917e+00
3.673258500000000026e+01,3.208634324031327090e+00,4.383394637422052043e+00
3.676317000000000235e+01,3.214074961209070658e+00,4.392628822405897360e+00
3.679375500000000443e+01,3.219535626068917633e+00,4.401872545458411778e+00
3.682433999999999941e+01,3.225002425752754753e+00,4.411121156634597362e+00
3.685492500000000149e+01,3.230479652350890518e+00,4.420392177013882318e+00
3.688551000000000357e+01,3.235973519288060096e+00,4.429693801743209036e+00
3.691609499999999855e+01,3.241487054025527836e+00,4.438992793965747197e+00
3.694668000000000063e+01,3.246998476052519234e+00,4.448322686092366141e+00
3.697726500000000271e+01,3.252515631184599965e+00,4.457676507043002445e+00
3.700785000000000480e+01,3.258039308566254011e+00,4.467055074277070048e+00
3.703843499999999977e+01,3.263590914979594526e+00,4.476384942191987015e+00
3.706902000000000186e+01,3.269134553346546124e+00,4.485833229363967334e+00
3.709960500000000394e+01,3.274682934160015879e+00,4.495312613634452781e+00
3.713018999999999892e+01,3.280255610254870557e+00,4.504822883482255236e+00
3.716077500000000100e+01,3.285829057959786859e+00,4.514385193055658441e+00
3.719136000000000308e+01,3.291411487216172826e+00,4.523980243582690797e+00
3.722194499999999806e+01,3.297008740063256838e+00,4.533610450190384000e+00
3.725253000000000014e+01,3.302619518295514034e+00,4.543265086766847816e+00
3.728311500000000223e+01,3.308227556586324170e+00,4.553026369979458643e+00
3.731370000000000431e+01,3.313847952699306543e+00,4.562737862676670808e+00
3.734428499999999929e+01,3.319479912829832902e+00,4.572464003212273198e+00
3.737487000000000137e+01,3.325126907304122970e+00,4.582195022668813067e+00
3.740545500000000345e+01,3.330767737999375644e+00,4.591942977272836401e+00
3.743603999999999843e+01,3.336436622215541714e+00,4.601665014336108861e+00
3.746662500000000051e+01,3.342110942200227086e+00,4.611397235638778902e+00
3.749721000000000259e+01,3.347784424928172076e+00,4.621118248495667657e+00
3.752779500000000468e+01,3.353451931742781778e+00,4.630902922873347372e+00
3.755837999999999965e+01,3.359151907469269727e+00,4.640585323890480396e+00
3.758896500000000174e+01,3.364863342035567584e+00,4.650263987775959507e+00
3.761955000000000382e+01,3.370572244694753028e+00,4.659913173518217100e+00
3.765013499999999880e+01,3.376303934321928768e+00,4.669559503970431180e+00
3.768072000000000088e+01,3.382019885889167909e+00,4.679211469244792809e+00
3.771130500000000296e+01,3.387771206623477749e+00,4.688799486880760981e+00
3.774188999999999794e+01,3.393520507578109413e+00,4.698471175031103009e+00
3.777247500000000002e+01,3.399277874102869301e+00,4.708199756353874221e+00
3.780306000000000211e+01,3.405046523116213031e+00,4.717956663410513229e+00
3.783364500000000419e+01,3.410823601832526641e+00,4.727801445203841268e+00
3.786422999999999917e+01,3.416607558316894888e+00,4.737706234033623787e+00
3.789481500000000125e+01,3.422397536319576883e+00,4.747616784044725868e+00
3.792540000000000333e+01,3.428189618382100790e+00,4.757718975192050337e+00
3.795598499999999831e+01,3.433997438986544193e+00,4.767933958142476669e+00
3.798657000000000039e+01,3.439825295491933055e+00,4.778264592562250890e+00
3.801715500000000247e+01,3.445655829888339738e+00,4.788691733856244248e+00
3.804774000000000456e+01,3.451489582268236767e+00,4.799253538996757662e+00
3.807832499999999953e+01,3.457343155279485991e+00,4.809906535705610331e+00
3.810891000000000162e+01,3.463203681042497983e+00,4.820652704510737685e+00
3.813949500000000370e+01,3.469069990375092782e+00,4.831465252835068114e+00
3.817007999999999868e+01,3.474942373762892167e+00,4.842324853228544335e+00
3.820066500000000076e+01,3.480833020255473809e+00,4.853288916670829956e+00
3.823125000000000284e+01,3.486721229470600480e+00,4.864161940964998543e+00
3.826183499999999782e+01,3.492624570608923396e+00,4.874996241668758223e+00
3.829241999999999990e+01,3.498549264284052995e+00,4.885776247616268719e+00
3.832300500000000198e+01,3.504470097753646929e+00,4.896549406939540106e+00
3.835359000000000407e+01,3.510404973598701073e+00,4.907114585096966408e+00
3.838417499999999905e+01,3.516346980032355685e+00,4.917563299220962136e+00
3.841476000000000113e+01,3.522307481488081482e+00,4.927868785617025793e+00
3.844534500000000321e+01,3.528273502700264075e+00,4.938054224412558924e+00
3.847592999999999819e+01,3.534256537060044945e+00,4.948107243962952317e+00
3.850651500000000027e+01,3.540241857235152612e+00,4.958054388693732051e+00
