t,u
4.737616500000000030e+01,6.965740654472886817e+00
4.740675000000000239e+01,6.979669282478702996e+00
4.743733500000000447e+01,6.993631820919849140e+00
4.746791999999999945e+01,7.007625712553344322e+00
4.749850500000000153e+01,7.021659870856799657e+00
4.752909000000000361e+01,7.035789324981769788e+00
4.755967499999999859e+01,7.049873386875156633e+00
4.759026000000000067e+01,7.063994857589588783e+00
4.762084500000000276e+01,7.078155717530720814e+00
4.765143000000000484e+01,7.092335268433545004e+00
4.768201499999999982e+01,7.106542379009969324e+00
4.771260000000000190e+01,7.120786210457696441e+00
4.774318500000000398e+01,7.135051760470799920e+00
4.777376999999999896e+01,7.149351476945144945e+00
4.780435500000000104e+01,7.163684203983878618e+00
4.783494000000000312e+01,7.178041081003700974e+00
4.786552500000000521e+01,7.192425916393156982e+00
4.789611000000000018e+01,7.206849452182395588e+00
4.792669500000000227e+01,7.221293191884099905e+00
4.795728000000000435e+01,7.235769186206499448e+00
4.798786499999999933e+01,7.250269765526380361e+00
4.801845000000000141e+01,7.264791981425937628e+00
4.804903500000000349e+01,7.279338465991837204e+00
4.807961999999999847e+01,7.293915159809061244e+00
4.811020500000000055e+01,7.308523491337714617e+00
4.814079000000000264e+01,7.323148880092953839e+00
4.817137500000000472e+01,7.337806114648000921e+00
4.820195999999999970e+01,7.352474514783030379e+00
4.823254500000000178e+01,7.367173924303330956e+00
4.826313000000000386e+01,7.381896755972272572e+00
4.829371499999999884e+01,7.396638125415605280e+00
4.832430000000000092e+01,7.411409790266922926e+00
4.835488500000000300e+01,7.426194762100123192e+00
4.838547000000000509e+01,7.440995044720922991e+00
4.841605500000000006e+01,7.455828799443355415e+00
4.844664000000000215e+01,7.470665180177337383e+00
4.847722500000000423e+01,7.485529698763969897e+00
4.850780999999999921e+01,7.500420755139267648e+00
4.853839500000000129e+01,7.515326188160537768e+00
4.856898000000000337e+01,7.530253951323103045e+00
4.859956499999999835e+01,7.545200255438498260e+00
4.863015000000000043e+01,7.560166621229621242e+00
4.866073500000000251e+01,7.575157658557101215e+00
4.869132000000000460e+01,7.590170149207470907e+00
4.872190499999999957e+01,7.605205433309055074e+00
4.875249000000000166e+01,7.620261771867816059e+00
4.878307500000000374e+01,7.635347049391779883e+00
4.881365999999999872e+01,7.650464676174382639e+00
4.884424500000000080e+01,7.665595965900640074e+00
4.887483000000000288e+01,7.680758437839214636e+00
4.890541500000000497e+01,7.695951386263184091e+00
4.893599999999999994e+01,7.711183099987803935e+00
4.896658500000000203e+01,7.726437237250693535e+00
4.899717000000000411e+01,7.741721816229747866e+00
4.902775499999999909e+01,7.757054061295080238e+00
4.905834000000000117e+01,7.772404684389374374e+00
4.908892500000000325e+01,7.787803867008177505e+00
4.911950999999999823e+01,7.803229032665541354e+00
4.915009500000000031e+01,7.818698215907842197e+00
4.918068000000000239e+01,7.834205045678574564e+00
4.921126500000000448e+01,7.849761238564157750e+00
4.924184999999999945e+01,7.865356506729781039e+00
4.927243500000000154e+01,7.880985771932509820e+00
4.930302000000000362e+01,7.896653016598999208e+00
4.933360499999999860e+01,7.912365630203588296e+00
4.936419000000000068e+01,7.928131110964531381e+00
4.939477500000000276e+01,7.943933343807030312e+00
4.942536000000000485e+01,7.959777445801499596e+00
4.945594499999999982e+01,7.975675213970039756e+00
4.948653000000000191e+01,7.991600484089565803e+00
4.951711500000000399e+01,8.007571738991092758e+00
4.954769999999999897e+01,8.023587016834502705e+00
4.957828500000000105e+01,8.039641831887159640e+00
4.960887000000000313e+01,8.055742585175684312e+00
4.963945500000000521e+01,8.071883494463838460e+00
4.967004000000000019e+01,8.088061406400248288e+00
4.970062500000000227e+01,8.104268461202757123e+00
4.973121000000000436e+01,8.120525021066596238e+00
4.976179499999999933e+01,8.136815863276977367e+00
4.979238000000000142e+01,8.153132065573908349e+00
4.982296500000000350e+01,8.169485431009107401e+00
4.985354999999999848e+01,8.185874006981912032e+00
4.988413500000000056e+01,8.202294114741567554e+00
4.991472000000000264e+01,8.218755834898438195e+00
4.994530500000000472e+01,8.235248422505321741e+00
4.997588999999999970e+01,8.251767983159908226e+00
5.000647500000000178e+01,8.268320441554186218e+00
5.003706000000000387e+01,8.284899889568963616e+00
5.006764499999999884e+01,8.301521639083999204e+00
5.009823000000000093e+01,8.318163117847472421e+00
5.012881500000000301e+01,8.334841682561565435e+00
5.015940000000000509e+01,8.351551324659242326e+00
5.018998500000000007e+01,8.368297857777402982e+00
5.022057000000000215e+01,8.385073638623259384e+00
5.025115500000000424e+01,8.401892527093146157e+00
5.028173999999999921e+01,8.418744192843769625e+00
5.031232500000000130e+01,8.435631790400153207e+00
5.034291000000000338e+01,8.452562501393645178e+00
5.037349499999999836e+01,8.469537707111200575e+00
5.040408000000000044e+01,8.486554145508621971e+00
5.043466500000000252e+01,8.503609780450092970e+00
5.046525000000000460e+01,8.520720783117383235e+00
5.049583499999999958e+01,8.537877734501268634e+00
5.052642000000000166e+01,8.555104623615816806e+00
5.055700500000000375e+01,8.572362036790377005e+00
5.058758999999999872e+01,8.589680879823594850e+00
5.061817500000000081e+01,8.607055772253962900e+00
5.064876000000000289e+01,8.624484341669910847e+00
5.067934500000000497e+01,8.641972466291392152e+00
5.070992999999999995e+01,8.659523905786475240e+00
5.074051500000000203e+01,8.677128546104922791e+00
5.077110000000000412e+01,8.694800163661149384e+00
5.080168499999999909e+01,8.712535588067506609e+00
5.083227000000000118e+01,8.730326327365666828e+00
5.086285500000000326e+01,8.748184462813560103e+00
5.089343999999999824e+01,8.766097162997910530e+00
5.092402500000000032e+01,8.784074117757432631e+00
5.095461000000000240e+01,8.802117802941488378e+00
5.098519500000000448e+01,8.820211818599732467e+00
5.101577999999999946e+01,8.838367259616999760e+00
5.104636500000000154e+01,8.856577175320458295e+00
5.107695000000000363e+01,8.874845197502077454e+00
5.110753499999999860e+01,8.893167470681333953e+00
5.113812000000000069e+01,8.911545075703999785e+00
5.116870500000000277e+01,8.929966742285330383e+00
5.119929000000000485e+01,8.948436733948970101e+00
5.122987499999999983e+01,8.966952291595861269e+00
5.126046000000000191e+01,8.985516755136970346e+00
5.129104500000000399e+01,9.004123027996598694e+00
5.132162999999999897e+01,9.022770893565359884e+00
5.135221500000000106e+01,9.041454854198146762e+00
5.138280000000000314e+01,9.060187576951371113e+00
5.141338500000000522e+01,9.078957906022546709e+00
5.144397000000000020e+01,9.097756572224785288e+00
5.147455500000000228e+01,9.116600342220946729e+00
5.150514000000000436e+01,9.135472540479785408e+00
5.153572499999999934e+01,9.154390595010868381e+00
5.156631000000000142e+01,9.173347642528574042e+00
5.159689500000000351e+01,9.192341803574167969e+00
5.162747999999999848e+01,9.211381316400645503e+00
5.165806500000000057e+01,9.230455230093582486e+00
5.168865000000000265e+01,9.249576729658301133e+00
5.171923500000000473e+01,9.268742647983344796e+00
5.174981999999999971e+01,9.287968855572742655e+00
5.178040500000000179e+01,9.307238212181173864e+00
5.181099000000000387e+01,9.326559128643459928e+00
5.184157499999999885e+01,9.345936801234646651e+00
5.187216000000000093e+01,9.365384309199868085e+00
5.190274500000000302e+01,9.384885896423623919e+00
